Date,Adj Close,Close,High,Low,Open,Volume
2023-12-19 09:00:00+00:00,2040.0,2040.0,2041.0999755859375,2039.199951171875,2040.800048828125,0
2023-12-19 10:00:00+00:00,2039.300048828125,2039.300048828125,2040.9000244140625,2038.0,2040.0,3552
2023-12-19 11:00:00+00:00,2040.4000244140625,2040.4000244140625,2041.0,2039.0,2039.300048828125,2382
2023-12-19 12:00:00+00:00,2043.0,2043.0,2043.800048828125,2039.800048828125,2040.4000244140625,10278
2023-12-19 13:00:00+00:00,2043.699951171875,2043.699951171875,2046.199951171875,2042.0,2043.0,9454
2023-12-19 14:00:00+00:00,2055.199951171875,2055.199951171875,2056.10009765625,2042.5999755859375,2043.699951171875,18588
2023-12-19 15:00:00+00:00,2055.800048828125,2055.800048828125,2059.39990234375,2052.800048828125,2055.300048828125,16861
2023-12-19 16:00:00+00:00,2058.300048828125,2058.300048828125,2061.0,2055.10009765625,2055.800048828125,10449
2023-12-19 17:00:00+00:00,2054.199951171875,2054.199951171875,2059.5,2054.0,2058.39990234375,6318
2023-12-19 18:00:00+00:00,2052.60009765625,2052.60009765625,2054.699951171875,2050.39990234375,2054.199951171875,8316
2023-12-19 19:00:00+00:00,2053.0,2053.0,2053.199951171875,2052.0,2052.60009765625,2970
2023-12-19 20:00:00+00:00,2053.699951171875,2053.699951171875,2053.89990234375,2052.199951171875,2053.10009765625,3626
2023-12-19 21:00:00+00:00,2053.800048828125,2053.800048828125,2054.10009765625,2053.0,2053.699951171875,953
2023-12-19 23:00:00+00:00,2054.0,2054.0,2055.0,2052.10009765625,2053.800048828125,0
2023-12-20 00:00:00+00:00,2052.300048828125,2052.300048828125,2054.300048828125,2052.0,2053.89990234375,2051
2023-12-20 01:00:00+00:00,2051.199951171875,2051.199951171875,2053.10009765625,2050.800048828125,2052.39990234375,3008
2023-12-20 02:00:00+00:00,2053.199951171875,2053.199951171875,2053.5,2049.699951171875,2051.199951171875,2620
2023-12-20 03:00:00+00:00,2053.60009765625,2053.60009765625,2054.10009765625,2052.10009765625,2053.10009765625,1651
2023-12-20 04:00:00+00:00,2053.60009765625,2053.60009765625,2054.199951171875,2053.0,2053.60009765625,817
2023-12-20 05:00:00+00:00,2054.5,2054.5,2054.60009765625,2052.5,2053.800048828125,1502
2023-12-20 06:00:00+00:00,2054.300048828125,2054.300048828125,2055.89990234375,2053.800048828125,2054.39990234375,2516
2023-12-20 07:00:00+00:00,2055.5,2055.5,2056.89990234375,2053.89990234375,2054.300048828125,5127
2023-12-20 08:00:00+00:00,2054.199951171875,2054.199951171875,2055.5,2052.89990234375,2055.5,4544
2023-12-20 09:00:00+00:00,2053.10009765625,2053.10009765625,2055.60009765625,2052.699951171875,2054.300048828125,3555
2023-12-20 10:00:00+00:00,2049.10009765625,2049.10009765625,2053.5,2048.699951171875,2053.0,4110
2023-12-20 11:00:00+00:00,2046.699951171875,2046.699951171875,2049.10009765625,2044.699951171875,2049.10009765625,6124
2023-12-20 12:00:00+00:00,2047.0999755859375,2047.0999755859375,2049.39990234375,2046.0999755859375,2046.5999755859375,4653
2023-12-20 13:00:00+00:00,2049.60009765625,2049.60009765625,2049.800048828125,2042.5,2047.0999755859375,11818
2023-12-20 14:00:00+00:00,2051.300048828125,2051.300048828125,2053.5,2047.0999755859375,2049.60009765625,15002
2023-12-20 15:00:00+00:00,2045.5999755859375,2045.5999755859375,2052.199951171875,2043.5999755859375,2051.199951171875,16762
2023-12-20 16:00:00+00:00,2048.0,2048.0,2048.60009765625,2045.699951171875,2045.699951171875,5563
2023-12-20 17:00:00+00:00,2048.10009765625,2048.10009765625,2048.60009765625,2045.300048828125,2048.10009765625,4939
2023-12-20 18:00:00+00:00,2049.5,2049.5,2049.89990234375,2047.300048828125,2048.0,5678
2023-12-20 19:00:00+00:00,2045.5,2045.5,2050.39990234375,2043.199951171875,2049.60009765625,5134
2023-12-20 20:00:00+00:00,2042.9000244140625,2042.9000244140625,2047.0,2042.5999755859375,2045.4000244140625,5850
2023-12-20 21:00:00+00:00,2044.4000244140625,2044.4000244140625,2045.199951171875,2040.5999755859375,2042.800048828125,3063
2023-12-20 23:00:00+00:00,2044.0,2044.0,2045.199951171875,2043.300048828125,2044.4000244140625,0
2023-12-21 00:00:00+00:00,2045.5,2045.5,2045.9000244140625,2043.800048828125,2043.9000244140625,1610
2023-12-21 01:00:00+00:00,2047.4000244140625,2047.4000244140625,2047.9000244140625,2045.199951171875,2045.5999755859375,2696
2023-12-21 02:00:00+00:00,2048.89990234375,2048.89990234375,2049.39990234375,2046.800048828125,2047.4000244140625,2702
2023-12-21 03:00:00+00:00,2049.199951171875,2049.199951171875,2049.60009765625,2047.4000244140625,2048.800048828125,1587
2023-12-21 04:00:00+00:00,2047.9000244140625,2047.9000244140625,2049.800048828125,2047.9000244140625,2049.300048828125,1383
2023-12-21 05:00:00+00:00,2048.0,2048.0,2050.0,2046.699951171875,2048.10009765625,2156
2023-12-21 06:00:00+00:00,2048.800048828125,2048.800048828125,2049.0,2046.199951171875,2048.10009765625,1657
2023-12-21 07:00:00+00:00,2046.800048828125,2046.800048828125,2049.199951171875,2045.699951171875,2048.699951171875,2856
2023-12-21 08:00:00+00:00,2048.0,2048.0,2049.0,2046.699951171875,2046.699951171875,3432
2023-12-21 09:00:00+00:00,2046.9000244140625,2046.9000244140625,2048.60009765625,2046.300048828125,2048.10009765625,2015
2023-12-21 10:00:00+00:00,2045.699951171875,2045.699951171875,2047.699951171875,2044.5,2046.9000244140625,2832
2023-12-21 11:00:00+00:00,2045.5999755859375,2045.5999755859375,2047.0,2045.4000244140625,2045.5999755859375,2286
2023-12-21 12:00:00+00:00,2049.5,2049.5,2051.0,2044.800048828125,2045.699951171875,5055
2023-12-21 13:00:00+00:00,2052.89990234375,2052.89990234375,2057.800048828125,2043.5,2049.5,16842
2023-12-21 14:00:00+00:00,2053.800048828125,2053.800048828125,2058.0,2048.199951171875,2053.10009765625,20070
2023-12-21 15:00:00+00:00,2053.300048828125,2053.300048828125,2054.60009765625,2048.39990234375,2053.699951171875,14213
2023-12-21 16:00:00+00:00,2053.39990234375,2053.39990234375,2056.60009765625,2052.800048828125,2053.39990234375,7967
2023-12-21 17:00:00+00:00,2052.699951171875,2052.699951171875,2055.60009765625,2052.10009765625,2053.39990234375,5020
2023-12-21 18:00:00+00:00,2050.699951171875,2050.699951171875,2053.5,2049.199951171875,2052.699951171875,6456
2023-12-21 19:00:00+00:00,2055.800048828125,2055.800048828125,2057.0,2050.699951171875,2050.800048828125,5170
2023-12-21 20:00:00+00:00,2056.0,2056.0,2057.199951171875,2055.10009765625,2055.89990234375,3650
2023-12-21 21:00:00+00:00,2057.800048828125,2057.800048828125,2057.89990234375,2055.800048828125,2055.89990234375,0
2023-12-21 23:00:00+00:00,2064.300048828125,2064.300048828125,2066.699951171875,2058.89990234375,2061.199951171875,6637
2023-12-22 00:00:00+00:00,2059.60009765625,2059.60009765625,2065.5,2058.5,2064.39990234375,4994
2023-12-22 01:00:00+00:00,2060.0,2060.0,2062.800048828125,2058.199951171875,2059.60009765625,3481
2023-12-22 02:00:00+00:00,2061.699951171875,2061.699951171875,2062.300048828125,2059.199951171875,2060.10009765625,2650
2023-12-22 03:00:00+00:00,2059.800048828125,2059.800048828125,2062.89990234375,2058.800048828125,2061.5,2729
2023-12-22 04:00:00+00:00,2060.800048828125,2060.800048828125,2062.300048828125,2059.699951171875,2059.800048828125,2288
2023-12-22 05:00:00+00:00,2060.0,2060.0,2061.39990234375,2059.10009765625,2061.199951171875,2924
2023-12-22 06:00:00+00:00,2059.300048828125,2059.300048828125,2060.699951171875,2058.5,2060.0,1881
2023-12-22 07:00:00+00:00,2061.60009765625,2061.60009765625,2062.60009765625,2059.0,2059.300048828125,3606
2023-12-22 08:00:00+00:00,2063.300048828125,2063.300048828125,2063.89990234375,2061.300048828125,2061.699951171875,3669
2023-12-22 09:00:00+00:00,2065.39990234375,2065.39990234375,2066.5,2063.300048828125,2063.300048828125,4621
2023-12-22 10:00:00+00:00,2067.699951171875,2067.699951171875,2069.300048828125,2065.300048828125,2065.300048828125,3917
2023-12-22 11:00:00+00:00,2072.60009765625,2072.60009765625,2075.199951171875,2067.199951171875,2067.699951171875,12093
2023-12-22 12:00:00+00:00,2072.0,2072.0,2078.199951171875,2071.300048828125,2072.800048828125,15648
2023-12-22 13:00:00+00:00,2079.199951171875,2079.199951171875,2081.300048828125,2069.300048828125,2072.0,21138
2023-12-22 14:00:00+00:00,2080.60009765625,2080.60009765625,2082.5,2076.10009765625,2079.300048828125,16712
2023-12-22 15:00:00+00:00,2072.89990234375,2072.89990234375,2083.0,2071.60009765625,2080.800048828125,14676
2023-12-22 16:00:00+00:00,2065.5,2065.5,2074.39990234375,2063.300048828125,2073.0,15243
2023-12-22 17:00:00+00:00,2067.5,2067.5,2067.89990234375,2064.39990234375,2065.5,7256
2023-12-22 18:00:00+00:00,2069.10009765625,2069.10009765625,2070.10009765625,2066.89990234375,2067.5,7127
2023-12-22 19:00:00+00:00,2065.800048828125,2065.800048828125,2069.199951171875,2063.5,2069.199951171875,4462
2023-12-22 20:00:00+00:00,2064.89990234375,2064.89990234375,2065.89990234375,2063.699951171875,2065.800048828125,3010
2023-12-22 21:00:00+00:00,2064.5,2064.5,2065.39990234375,2064.0,2064.89990234375,1530
2023-12-26 05:00:00+00:00,2073.800048828125,2073.800048828125,2075.5,2072.39990234375,2075.10009765625,2862
2023-12-26 06:00:00+00:00,2075.199951171875,2075.199951171875,2076.300048828125,2073.199951171875,2073.89990234375,1631
2023-12-26 07:00:00+00:00,2075.5,2075.5,2075.89990234375,2074.0,2075.300048828125,1672
2023-12-26 08:00:00+00:00,2072.60009765625,2072.60009765625,2075.800048828125,2072.39990234375,2075.39990234375,1801
2023-12-26 09:00:00+00:00,2072.800048828125,2072.800048828125,2074.10009765625,2071.800048828125,2072.5,2404
2023-12-26 10:00:00+00:00,2074.89990234375,2074.89990234375,2074.89990234375,2072.89990234375,2073.0,1136
2023-12-26 11:00:00+00:00,2074.699951171875,2074.699951171875,2075.199951171875,2073.89990234375,2074.89990234375,1390
2023-12-26 12:00:00+00:00,2072.89990234375,2072.89990234375,2074.699951171875,2072.300048828125,2074.60009765625,2372
2023-12-26 13:00:00+00:00,2070.0,2070.0,2075.300048828125,2070.0,2072.89990234375,5982
2023-12-26 14:00:00+00:00,2068.300048828125,2068.300048828125,2073.199951171875,2065.5,2069.89990234375,11402
2023-12-26 15:00:00+00:00,2068.0,2068.0,2071.10009765625,2067.300048828125,2068.199951171875,5430
2023-12-26 16:00:00+00:00,2070.89990234375,2070.89990234375,2071.199951171875,2067.699951171875,2068.0,3544
2023-12-26 17:00:00+00:00,2068.89990234375,2068.89990234375,2071.0,2068.199951171875,2070.800048828125,2588
2023-12-26 18:00:00+00:00,2069.39990234375,2069.39990234375,2071.199951171875,2068.60009765625,2068.89990234375,4473
2023-12-26 19:00:00+00:00,2072.60009765625,2072.60009765625,2073.10009765625,2069.39990234375,2069.5,2019
2023-12-26 20:00:00+00:00,2079.60009765625,2079.60009765625,2079.89990234375,2072.699951171875,2072.699951171875,6866
2023-12-26 21:00:00+00:00,2079.199951171875,2079.199951171875,2080.5,2077.300048828125,2079.5,2580
2023-12-26 23:00:00+00:00,2077.39990234375,2077.39990234375,2079.800048828125,2077.199951171875,2079.300048828125,0
2023-12-27 00:00:00+00:00,2076.89990234375,2076.89990234375,2077.60009765625,2075.199951171875,2077.39990234375,2783
2023-12-27 01:00:00+00:00,2078.0,2078.0,2079.300048828125,2076.199951171875,2076.89990234375,3274
2023-12-27 02:00:00+00:00,2076.5,2076.5,2078.5,2076.10009765625,2078.10009765625,2234
2023-12-27 03:00:00+00:00,2075.800048828125,2075.800048828125,2077.800048828125,2075.60009765625,2076.5,1729
2023-12-27 04:00:00+00:00,2077.10009765625,2077.10009765625,2077.199951171875,2075.199951171875,2075.800048828125,788
2023-12-27 05:00:00+00:00,2075.89990234375,2075.89990234375,2077.5,2075.39990234375,2077.0,2013
2023-12-27 06:00:00+00:00,2076.199951171875,2076.199951171875,2078.699951171875,2075.5,2075.89990234375,2505
2023-12-27 07:00:00+00:00,2077.0,2077.0,2077.5,2075.800048828125,2076.300048828125,2050
2023-12-27 08:00:00+00:00,2078.60009765625,2078.60009765625,2079.60009765625,2076.89990234375,2077.199951171875,3529
2023-12-27 09:00:00+00:00,2079.699951171875,2079.699951171875,2080.800048828125,2078.5,2078.60009765625,3179
2023-12-27 10:00:00+00:00,2076.199951171875,2076.199951171875,2080.10009765625,2072.800048828125,2079.699951171875,7199
2023-12-27 11:00:00+00:00,2079.699951171875,2079.699951171875,2080.39990234375,2076.10009765625,2076.199951171875,3508
2023-12-27 12:00:00+00:00,2079.300048828125,2079.300048828125,2082.0,2075.800048828125,2079.800048828125,7272
2023-12-27 13:00:00+00:00,2079.60009765625,2079.60009765625,2081.300048828125,2077.39990234375,2079.199951171875,7168
2023-12-27 14:00:00+00:00,2081.60009765625,2081.60009765625,2084.199951171875,2077.89990234375,2079.699951171875,12065
2023-12-27 15:00:00+00:00,2090.5,2090.5,2093.800048828125,2080.300048828125,2081.5,23728
2023-12-27 16:00:00+00:00,2093.0,2093.0,2093.89990234375,2088.199951171875,2090.60009765625,11766
2023-12-27 17:00:00+00:00,2093.10009765625,2093.10009765625,2093.800048828125,2090.699951171875,2093.0,5936
2023-12-27 18:00:00+00:00,2090.0,2090.0,2095.800048828125,2087.39990234375,2093.10009765625,12212
2023-12-27 19:00:00+00:00,2089.199951171875,2089.199951171875,2090.39990234375,2087.60009765625,2090.0,3351
2023-12-27 20:00:00+00:00,2089.89990234375,2089.89990234375,2090.0,2088.0,2089.300048828125,2625
2023-12-27 21:00:00+00:00,2089.39990234375,2089.39990234375,2090.300048828125,2088.39990234375,2089.89990234375,1525
2023-12-27 23:00:00+00:00,2090.0,2090.0,2090.300048828125,2088.60009765625,2089.5,0
2023-12-28 00:00:00+00:00,2090.10009765625,2090.10009765625,2091.39990234375,2089.5,2090.0,2697
2023-12-28 01:00:00+00:00,2096.89990234375,2096.89990234375,2097.699951171875,2089.89990234375,2090.10009765625,5263
2023-12-28 02:00:00+00:00,2097.699951171875,2097.699951171875,2098.199951171875,2095.39990234375,2097.0,3502
2023-12-28 03:00:00+00:00,2097.0,2097.0,2098.199951171875,2095.699951171875,2097.60009765625,1717
